,Customer ID,Customer Name,Segment,Region,Country,City,State,Postal Code
756,DC-13285,Debra Catini,Consumer,Central,United States,Cottage Grove,Minnesota,55016
758,CP-12340,Christine Phan,Corporate,East,United States,New York City,New York,10009
759,BF-11020,Barry Französisch,Corporate,Central,United States,Green Bay,Wisconsin,54302
760,AR-10510,Andrew Roberts,Consumer,West,United States,Los Angeles,California,90004
761,JC-16105,Julie Creighton,Corporate,South,United States,Atlanta,Georgia,30318
762,LH-17020,Lisa Hazard,Consumer,East,United States,Columbus,Ohio,43229
763,CS-12250,Chris Selesnick,Corporate,South,United States,Bossier City,Louisiana,71111
768,AJ-10795,Anthony Johnson,Corporate,South,United States,Saint Petersburg,Florida,33710
769,LE-16810,Laurel Elliston,Consumer,South,United States,Arlington,Virginia,22204
770,BV-11245,Benjamin Venier,Corporate,Central,United States,Des Moines,Iowa,50315
776,DL-12865,Dan Lawera,Consumer,East,United States,Cincinnati,Ohio,45231
777,NZ-18565,Nick Zandusky,Home Office,West,United States,San Francisco,California,94110
781,BM-11785,Bryan Mills,Consumer,East,United States,Columbus,Ohio,43229
785,EA-14035,Erin Ashbrook,Corporate,South,United States,Columbia,South Carolina,29203
786,CL-12565,Clay Ludtke,Consumer,West,United States,Lancaster,California,93534
787,LT-17110,Liz Thompson,Consumer,West,United States,Lancaster,California,93534
788,SA-20830,Sue Ann Reed,Consumer,South,United States,Richmond,Virginia,23223
792,JK-15730,Joe Kamberova,Consumer,South,United States,Asheville,North Carolina,28806
793,ES-14020,Erica Smith,Consumer,West,United States,San Francisco,California,94110
795,RH-19495,Rick Hansen,Consumer,Central,United States,Rochester,Minnesota,55901
796,DB-13120,David Bremer,Corporate,East,United States,Rochester,New York,14609
799,CD-11920,Carlos Daly,Consumer,West,United States,Lake Elsinore,California,92530
800,HW-14935,Helen Wasserman,Corporate,West,United States,San Diego,California,92105
802,HW-14935,Helen Wasserman,Corporate,East,United States,New York City,New York,10024
803,MC-18130,Mike Caudle,Corporate,South,United States,Monroe,Louisiana,71203
804,GM-14440,Gary McGarr,Consumer,West,United States,San Francisco,California,94122
805,RA-19915,Russell Applegate,Consumer,West,United States,Denver,Colorado,80219
807,AA-10375,Allen Armold,Consumer,Central,United States,Omaha,Nebraska,68104
809,ZC-21910,Zuschuss Carroll,Consumer,West,United States,Edmonds,Washington,98026
813,PJ-19015,Pauline Johnson,Consumer,West,United States,Santa Ana,California,92704
815,BW-11110,Bart Watters,Corporate,Central,United States,Milwaukee,Wisconsin,53209
816,DB-13210,Dean Braden,Consumer,East,United States,Philadelphia,Pennsylvania,19140
817,CA-12775,Cynthia Arntzen,Consumer,East,United States,Philadelphia,Pennsylvania,19140
822,TR-21325,Toby Ritter,Consumer,East,United States,Belleville,New Jersey,7109
824,PG-18820,Patrick Gardner,Consumer,West,United States,San Francisco,California,94110
826,GT-14710,Greg Tran,Consumer,Central,United States,Lakeville,Minnesota,55044
829,JE-15745,Joel Eaton,Consumer,South,United States,Florence,Kentucky,41042
833,JB-15400,Jennifer Braxton,Corporate,South,United States,Tampa,Florida,33614
836,LH-17020,Lisa Hazard,Consumer,Central,United States,Tyler,Texas,75701
837,JL-15175,James Lanier,Home Office,South,United States,Columbia,Tennessee,38401
838,EB-13705,Ed Braxton,Corporate,Central,United States,Fort Worth,Texas,76106
839,BM-11650,Brian Moss,Corporate,East,United States,New York City,New York,10035
842,EM-14095,Eudokia Martin,Corporate,West,United States,Los Angeles,California,90036
846,AF-10885,Art Foster,Consumer,South,United States,Louisville,Kentucky,40214
848,GA-14725,Guy Armstrong,Consumer,East,United States,Lorain,Ohio,44052
849,CK-12760,Cyma Kinney,Corporate,East,United States,Linden,New Jersey,7036
850,DP-13105,Dave Poirier,Corporate,West,United States,Salinas,California,93905
852,VD-21670,Valerie Dominguez,Consumer,South,United States,Jackson,Mississippi,39212
853,GT-14710,Greg Tran,Consumer,East,United States,New York City,New York,10035
855,BK-11260,Berenike Kampe,Consumer,East,United States,New York City,New York,10035
858,SJ-20125,Sanjit Jacobs,Home Office,East,United States,New Brunswick,New Jersey,8901
860,CM-12445,Chuck Magee,Consumer,West,United States,San Francisco,California,94122
862,AJ-10795,Anthony Johnson,Corporate,South,United States,Jacksonville,Florida,32216
865,AJ-10780,Anthony Jacobs,Corporate,South,United States,Springfield,Virginia,22153
867,LS-16945,Linda Southworth,Corporate,East,United States,Philadelphia,Pennsylvania,19140
868,GP-14740,Guy Phonely,Corporate,East,United States,Lancaster,Pennsylvania,17602
869,PK-18910,Paul Knutson,Home Office,East,United States,Philadelphia,Pennsylvania,19143
871,TB-21520,Tracy Blumstein,Consumer,East,United States,Concord,New Hampshire,3301
872,SM-20005,Sally Matthias,Consumer,East,United States,New York City,New York,10009
874,GA-14725,Guy Armstrong,Consumer,South,United States,Charlotte,North Carolina,28205
875,CC-12430,Chuck Clark,Home Office,East,United States,Concord,New Hampshire,3301
878,AG-10765,Anthony Garverick,Home Office,East,United States,Philadelphia,Pennsylvania,19120
879,HP-14815,Harold Pawlan,Home Office,East,United States,New York City,New York,10024
881,DK-13090,Dave Kipp,Consumer,South,United States,Springfield,Virginia,22153
882,GZ-14470,Gary Zandusky,Consumer,West,United States,San Francisco,California,94109
883,PM-19135,Peter McVee,Home Office,Central,United States,Detroit,Michigan,48227
884,LL-16840,Lauren Leatherbury,Consumer,East,United States,Rochester,New York,14609
885,JS-15595,Jill Stevenson,Corporate,West,United States,Los Angeles,California,90045
886,OT-18730,Olvera Toch,Consumer,West,United States,San Diego,California,92105
887,EL-13735,Ed Ludwig,Home Office,East,United States,Columbia,Maryland,21044
888,CK-12760,Cyma Kinney,Corporate,West,United States,San Francisco,California,94122
889,JE-15475,Jeremy Ellison,Consumer,East,United States,New Rochelle,New York,10801
891,TH-21550,Tracy Hopkins,Home Office,Central,United States,Detroit,Michigan,48227
894,PC-18745,Pamela Coakley,Corporate,West,United States,San Francisco,California,94122
896,HL-15040,Hunter Lopez,Consumer,Central,United States,Houston,Texas,77095
897,MS-17365,Maribeth Schnelling,Consumer,Central,United States,Detroit,Michigan,48227
898,GB-14530,George Bell,Corporate,East,United States,Auburn,New York,13021
899,JR-16210,Justin Ritter,Corporate,East,United States,Springfield,Ohio,45503
900,TD-20995,Tamara Dahlen,Consumer,Central,United States,Garland,Texas,75043
902,DB-13060,Dave Brooks,Consumer,Central,United States,Chicago,Illinois,60653
903,LC-17140,Logan Currie,Consumer,West,United States,Los Angeles,California,90032
906,PO-18865,Patrick O'Donnell,Consumer,East,United States,New York City,New York,10009
909,BE-11335,Bill Eplett,Home Office,Central,United States,Jackson,Michigan,49201
912,SC-20050,Sample Company A,Home Office,East,United States,Norwich,Connecticut,6360
913,BM-11650,Brian Moss,Corporate,Central,United States,Milwaukee,Wisconsin,53209
915,KL-16555,Kelly Lampkin,Corporate,Central,United States,San Antonio,Texas,78207
918,RW-19630,Rob Williams,Corporate,Central,United States,Dallas,Texas,75220
920,RC-19825,Roy Collins,Consumer,South,United States,Alexandria,Virginia,22304
921,SE-20110,Sanjit Engle,Consumer,East,United States,New York City,New York,10009
924,AH-10075,Adam Hart,Corporate,East,United States,New York City,New York,10011
925,JM-15535,Jessica Myrick,Consumer,East,United States,Philadelphia,Pennsylvania,19143
927,JJ-15760,Joel Jenkins,Home Office,South,United States,Springfield,Virginia,22153
929,AB-10165,Alan Barnes,Consumer,East,United States,Toledo,Ohio,43615
932,RK-19300,Ralph Kennedy,Consumer,East,United States,Philadelphia,Pennsylvania,19140
933,CG-12040,Catherine Glotzbach,Home Office,East,United States,Philadelphia,Pennsylvania,19120
937,RA-19885,Ruben Ausman,Corporate,West,United States,Farmington,New Mexico,87401
938,RP-19270,Rachel Payne,Corporate,West,United States,Riverside,California,92503
940,KC-16255,Karen Carlisle,Corporate,West,United States,San Francisco,California,94110
941,RW-19630,Rob Williams,Corporate,West,United States,Torrance,California,90503
943,JL-15850,John Lucas,Consumer,West,United States,Seattle,Washington,98105
946,CA-12775,Cynthia Arntzen,Consumer,West,United States,Mesa,Arizona,85204
947,RB-19795,Ross Baird,Home Office,East,United States,Philadelphia,Pennsylvania,19120
952,KH-16360,Katherine Hughes,Consumer,East,United States,Philadelphia,Pennsylvania,19143
953,GH-14665,Greg Hansen,Consumer,Central,United States,Round Rock,Texas,78664
955,SW-20275,Scott Williamson,Consumer,South,United States,Jackson,Mississippi,39212
956,JA-15970,Joseph Airdo,Consumer,West,United States,Phoenix,Arizona,85023
959,DL-12925,Daniel Lacy,Consumer,West,United States,Oceanside,California,92054
960,LW-16990,Lindsay Williams,Corporate,West,United States,San Francisco,California,94110
961,TB-21190,Thomas Brumley,Home Office,South,United States,Fayetteville,Arkansas,72701
962,CV-12805,Cynthia Voltz,Corporate,West,United States,San Francisco,California,94110
963,MS-17365,Maribeth Schnelling,Consumer,South,United States,Boca Raton,Florida,33433
964,BS-11800,Bryan Spruell,Home Office,East,United States,New York City,New York,10011
970,DL-13315,Delfina Latchford,Consumer,East,United States,Philadelphia,Pennsylvania,19134
974,PO-19195,Phillina Ober,Home Office,East,United States,New York City,New York,10011
976,TD-20995,Tamara Dahlen,Consumer,West,United States,Portland,Oregon,97206
977,BW-11110,Bart Watters,Corporate,Central,United States,Detroit,Michigan,48205
978,RW-19690,Robert Waldorf,Consumer,South,United States,Wilmington,North Carolina,28403
979,KB-16600,Ken Brennan,Corporate,Central,United States,Columbus,Indiana,47201
980,EB-13870,Emily Burns,Consumer,East,United States,New York City,New York,10035
981,TZ-21580,Tracy Zic,Consumer,West,United States,Louisville,Colorado,80027
984,AS-10630,Ann Steele,Home Office,Central,United States,Pasadena,Texas,77506
987,TS-21340,Toby Swindell,Consumer,Central,United States,Houston,Texas,77041
988,JG-15805,John Grady,Corporate,East,United States,Auburn,New York,13021
990,SL-20155,Sara Luxemburg,Home Office,South,United States,Jacksonville,Florida,32216
991,TS-21610,Troy Staebel,Consumer,East,United States,New York City,New York,10024
992,RF-19735,Roland Fjeld,Consumer,West,United States,San Jose,California,95123
994,MW-18235,Mitch Willingham,Corporate,South,United States,Virginia Beach,Virginia,23464
996,RD-19585,Rob Dowd,Consumer,South,United States,Henderson,Kentucky,42420
1000,FM-14290,Frank Merwin,Home Office,West,United States,Vancouver,Washington,98661
1001,RH-19495,Rick Hansen,Consumer,East,United States,New York City,New York,10024
1004,RA-19945,Ryan Akin,Consumer,West,United States,Murrieta,California,92563
1005,JK-15730,Joe Kamberova,Consumer,South,United States,Jacksonville,North Carolina,28540
1006,MT-17815,Meg Tillman,Consumer,West,United States,Scottsdale,Arizona,85254
1008,PO-18850,Patrick O'Brill,Consumer,Central,United States,Burlington,Iowa,52601
1009,AT-10735,Annie Thurman,Consumer,Central,United States,Chicago,Illinois,60653
1010,VG-21790,Vivek Gonzalez,Consumer,West,United States,San Diego,California,92037
1011,PF-19165,Philip Fox,Consumer,West,United States,Olympia,Washington,98502
1013,JS-15880,John Stevenson,Consumer,West,United States,Seattle,Washington,98103
1015,MO-17800,Meg O'Connel,Home Office,West,United States,Los Angeles,California,90036
1016,KM-16225,Kalyca Meade,Corporate,East,United States,New York City,New York,10011
1020,GT-14710,Greg Tran,Consumer,East,United States,Washington,District of Columbia,20016
1023,PB-19150,Philip Brown,Consumer,East,United States,Philadelphia,Pennsylvania,19134
1024,HR-14770,Hallie Redmond,Home Office,West,United States,Los Angeles,California,90045
1025,DE-13255,Deanra Eno,Home Office,East,United States,Springfield,Ohio,45503
1028,LA-16780,Laura Armstrong,Corporate,East,United States,Hackensack,New Jersey,7601
1033,AG-10390,Allen Goldenen,Consumer,East,United States,Cincinnati,Ohio,45231
1036,EL-13735,Ed Ludwig,Home Office,Central,United States,Jefferson City,Missouri,65109
1037,JJ-15445,Jennifer Jackson,Consumer,West,United States,Los Angeles,California,90004
1038,JH-15430,Jennifer Halladay,Consumer,South,United States,Burlington,North Carolina,27217
1040,RD-19660,Robert Dilbeck,Home Office,Central,United States,Saint Peters,Missouri,63376
1041,MO-17500,Mary O'Rourke,Consumer,East,United States,New York City,New York,10035
1043,NS-18640,Noel Staavos,Corporate,Central,United States,Chicago,Illinois,60610
1045,SN-20710,Steve Nguyen,Home Office,Central,United States,Rockford,Illinois,61107
1046,ZC-21910,Zuschuss Carroll,Consumer,South,United States,Miami,Florida,33142
1048,LC-16885,Lena Creighton,Consumer,West,United States,San Francisco,California,94109
1050,DG-13300,Deirdre Greer,Corporate,East,United States,Philadelphia,Pennsylvania,19134
1053,NF-18595,Nicole Fjeld,Home Office,East,United States,New York City,New York,10009
1057,BP-11185,Ben Peterman,Corporate,West,United States,San Diego,California,92037
1059,MG-17650,Matthew Grinstein,Home Office,East,United States,Philadelphia,Pennsylvania,19143
1060,JD-16060,Julia Dunbar,Consumer,Central,United States,Houston,Texas,77095
1061,TS-21160,Theresa Swint,Corporate,East,United States,Toledo,Ohio,43615
1067,BD-11620,Brian DeCherney,Consumer,West,United States,San Francisco,California,94122
1068,CM-12160,Charles McCrossin,Consumer,Central,United States,Brownsville,Texas,78521
1069,RB-19795,Ross Baird,Home Office,East,United States,Philadelphia,Pennsylvania,19143
1070,SN-20560,Skye Norling,Home Office,West,United States,Los Angeles,California,90008
1071,EH-14005,Erica Hernandez,Home Office,West,United States,Denver,Colorado,80219
1072,FO-14305,Frank Olsen,Consumer,East,United States,New York City,New York,10035
1073,MS-17710,Maurice Satty,Consumer,West,United States,Mesa,Arizona,85204
1076,CC-12100,Chad Cunningham,Home Office,Central,United States,Columbus,Indiana,47201
1077,DW-13540,Don Weiss,Consumer,West,United States,Seattle,Washington,98105
1080,BT-11395,Bill Tyler,Corporate,Central,United States,Detroit,Michigan,48227
1082,KD-16270,Karen Daniels,Consumer,East,United States,Yonkers,New York,10701
1086,LC-16870,Lena Cacioppo,Consumer,Central,United States,Des Moines,Iowa,50315
1087,CY-12745,Craig Yedwab,Corporate,West,United States,Oakland,California,94601
1089,LW-16990,Lindsay Williams,Corporate,South,United States,Monroe,North Carolina,28110
1091,NP-18325,Naresj Patel,Consumer,West,United States,San Diego,California,92105
1093,BT-11485,Brad Thomas,Home Office,East,United States,Clinton,Maryland,20735
1095,PS-19045,Penelope Sewall,Home Office,South,United States,Charlotte,North Carolina,28205
1097,NS-18640,Noel Staavos,Corporate,West,United States,Los Angeles,California,90049
1098,PV-18985,Paul Van Hugh,Home Office,West,United States,San Francisco,California,94122
1102,RP-19390,Resi Pölking,Consumer,Central,United States,Houston,Texas,77041
1104,NM-18520,Neoma Murray,Consumer,West,United States,Riverside,California,92503
1105,EH-13945,Eric Hoffmann,Consumer,Central,United States,Houston,Texas,77041
1113,RA-19915,Russell Applegate,Consumer,West,United States,Encinitas,California,92024
1116,DL-13495,Dionis Lloyd,Corporate,West,United States,San Francisco,California,94110
1117,CS-12355,Christine Sundaresam,Consumer,South,United States,Roswell,Georgia,30076
1121,HL-15040,Hunter Lopez,Consumer,South,United States,Jonesboro,Arkansas,72401
1127,PA-19060,Pete Armstrong,Home Office,Central,United States,Richmond,Indiana,47374
1129,BD-11605,Brian Dahlen,Consumer,South,United States,Springfield,Virginia,22153
1132,GG-14650,Greg Guthrie,Corporate,West,United States,Antioch,California,94509
1133,JS-15940,Joni Sundaresam,Home Office,East,United States,Philadelphia,Pennsylvania,19134
1135,LR-16915,Lena Radford,Consumer,South,United States,Homestead,Florida,33030
1136,FH-14275,Frank Hawley,Corporate,Central,United States,La Porte,Indiana,46350
1141,AP-10915,Arthur Prichep,Consumer,West,United States,Los Angeles,California,90045
